Topic_id,Word,Weight
0,http,0.069144161142329352
0,vulnerability,0.045347739929018367
0,splitting,0.039490812551969921
0,response,0.037694463869681193
0,via,0.033164877311748171
0,allows,0.032915753867258028
0,conduct,0.032587900465542337
0,attacks,0.031812130406992697
0,remote,0.030269978469042117
0,injection,0.030144059107560586
0,attackers,0.025895542712906665
0,php,0.021681954036579916
0,"r.spl.,""crlf",0.021408291088071563
0,unspecified,0.021062322580408122
0,jenkins,0.020437306738761079
0,inject,0.017310278816253192
0,arbitrary,0.017038548268202666
0,headers,0.016952747449630028
0,related,0.014402978107686031
0,crlf,0.013736550438333987
1,http,0.0034013614853120851
1,remote,0.0034013611238620355
1,splitting,0.0034013610568083942
1,attackers,0.0034013610394538103
1,injection,0.0034013610200849561
1,response,0.003401360992954754
1,attacks,0.0034013609698630835
1,allows,0.0034013609352229746
1,via,0.0034013609166090174
1,arbitrary,0.0034013608982411628
1,inject,0.003401360882437155
1,headers,0.0034013608812287033
1,vulnerability,0.0034013608587122822
1,conduct,0.003401360848327518
1,"r.spl.,crlf",0.003401360715163817
1,"r.spl.,""crlf",0.0034013606908607666
1,unspecified,0.0034013606447182787
1,crlf,0.0034013606412038205
1,parameter,0.0034013606324942293
1,parameter.,0.0034013605975876928
2,http,0.054828892061040566
2,attacks,0.030691117091921107
2,remote,0.029124937531547487
2,via,0.028607104188084865
2,authenticated,0.028401156313113692
2,application,0.028244751135005509
2,unspecified,0.02817460918475365
2,response,0.028133630076430778
2,ibm,0.02684494462171616
2,splitting,0.026813042601462767
2,users,0.026393055990525733
2,injection,0.025927780833003299
2,arbitrary,0.024650019390646798
2,inject,0.024176450378510343
2,headers,0.023826710643581699
2,conduct,0.023367997352291354
2,universal,0.022399720076575019
2,"used,",0.021041806318559189
2,social,0.020810572104241132
2,curam,0.020791222268554829
3,http,0.088103505116312902
3,vulnerability,0.051393894940160036
3,via,0.049409824812944633
3,allows,0.049031998511483099
3,splitting,0.048984619414574555
3,attackers,0.048311071617494455
3,response,0.04829404620730169
3,remote,0.048213284924444537
3,injection,0.047358434339088616
3,attacks,0.045038815955962777
3,conduct,0.043682948159100718
3,arbitrary,0.037962335062623025
3,inject,0.037800554987228618
3,headers,0.035599205223803124
3,"r.spl.,crlf",0.032029679353624461
3,unspecified,0.015228856362376249
3,"r.spl.,""crlf",0.013886836795864598
3,web,0.012880227871550493
3,vectors.,0.012853540037904893
3,parameter.,0.01059642417074886
4,http,0.065142573921974145
4,wincc,0.036804150188790928
4,injection,0.0333273070443161
4,response,0.03321900883874384
4,server,0.031393662248411697
4,inject,0.031211779557033265
4,headers,0.030608295329897221
4,remote,0.030568497724184917
4,vulnerability,0.030488810461710442
4,attacks,0.030378600469032076
4,arbitrary,0.030370628164487056
4,splitting,0.03031672866275241
4,allows,0.030018662227643714
4,conduct,0.029998543921944242
4,attackers,0.028013324766183938
4,via,0.027977031089432003
4,"r.spl.,crlf",0.018629261238302778
4,unspecified,0.018629261226778968
4,web,0.018629261217868006
4,runtime,0.018629261206127283
5,http,0.053462520311195055
5,response,0.03601586993613945
5,splitting,0.034562728522896567
5,via,0.034435630186118893
5,remote,0.03377219101797637
5,conduct,0.033633759636425675
5,attacks,0.03349340204808228
5,allows,0.032365011327304655
5,headers,0.031897706381260375
5,inject,0.031403304815853357
5,arbitrary,0.031390066690837742
5,vulnerability,0.027954214478164194
5,injection,0.026893985547128855
5,unspecified,0.026024537980001414
5,"r.spl.,""crlf",0.023435429661543144
5,attackers,0.021892043864303389
5,"cf26,",0.01770104957333684
5,url,0.012404362500676966
5,vectors,0.012379166679636006
5,appliances,0.011034016964342724
6,http,0.096409282868819807
6,via,0.047339749981584307
6,vulnerability,0.046681589595200655
6,allows,0.045981615990601167
6,splitting,0.045390863275861747
6,response,0.044843900434072458
6,conduct,0.044820359741700601
6,attackers,0.043835416710196598
6,attacks,0.043700266621254973
6,injection,0.043383918275109304
6,arbitrary,0.041360215013468649
6,remote,0.040689765603300433
6,inject,0.040405540633743325
6,"r.spl.,crlf",0.039864910815050128
6,headers,0.038713962626348353
6,parameter.,0.016831586691286638
6,earlier,0.010301212668769289
6,sequences,0.0088887119080723609
6,url,0.0085199751547016186
6,unspecified,0.0083529769252857593
7,http,0.077555383395765787
7,attacks,0.03792396550499539
7,headers,0.027588396029821088
7,response,0.02749386313145755
7,remote,0.026881449767465215
7,attackers,0.026096701091720697
7,allows,0.025528011918223549
7,injection,0.02543576158343918
7,inject,0.025349366671453915
7,vulnerability,0.025090385634623402
7,splitting,0.024926370701873469
7,arbitrary,0.024443681740206506
7,via,0.023806438978926651
7,conduct,0.023695440791963476
7,scripting,0.023214480183633361
7,(xss),0.022187089761254927
7,sequences,0.021095252469380293
7,cross-site,0.020498048424734849
7,crlf,0.01895570129586922
7,note:,0.018533955907263689
8,via,0.026936233704109663
8,vulnerability,0.026555815241644225
8,crlf,0.026460780312481186
8,webcalendar,0.026076329262552787
8,attackers,0.025894830578372753
8,expected,0.025696978063972309
8,remote,0.025345664594816585
8,"r.spl.,crlf",0.025192908339614579
8,attacks,0.025019493726678256
8,injection,0.024941696442728648
8,modify,0.024736608335763959
8,response,0.024268213905576187
8,inject,0.024137059227409722
8,allows,0.024112975935611278
8,http,0.023712414821200838
8,perform,0.023422332958546212
8,content,0.023124183709566367
8,sequences,0.022819523763884648
8,parameter,0.022400864868001229
8,splitting,0.022208645552081539
9,http,0.088096435301085532
9,headers,0.042560157900866862
9,remote,0.040487747553473119
9,response,0.04018814409736219
9,via,0.039439327248299474
9,attacks,0.039401724117254677
9,splitting,0.038798022511290366
9,conduct,0.038094872496309773
9,allows,0.034727457330758264
9,inject,0.03432822409094461
9,arbitrary,0.034154132121530525
9,attackers,0.034112774706755243
9,vulnerability,0.032611456957419474
9,injection,0.032278103034514505
9,"r.spl.,crlf",0.016880712687925271
9,crafted,0.013903305410234391
9,(1),0.013305561986349234
9,(2),0.013091860555072716
9,"r.spl.,""crlf",0.011306260790553305
9,ibm,0.01061705062193421
10,note:,0.029807650509413267
10,http,0.027512898667267752
10,conduct,0.016358914626753891
10,via,0.015266804287462268
10,details,0.015222460541170492
10,"r.spl.,crlf",0.014443302416719003
10,injection,0.014274679780717621
10,crlf,0.013787419461869194
10,parameter.,0.013699681197694567
10,arbitrary,0.013599173389720286
10,splitting,0.013246340268772652
10,url,0.013014531406675689
10,party,0.012896737271788116
10,information.,0.012827902677278877
10,(xss),0.012753791559347234
10,attacks.,0.012721891502097104
10,allows,0.012633013706750622
10,(aka,0.012519406369607427
10,cross-site,0.012517479436461738
10,headers,0.012389150451965278
11,http,0.068828450954144249
11,splitting,0.04779940771730537
11,allows,0.04748587603124986
11,attackers,0.04716636126468874
11,response,0.046737985006573161
11,vulnerability,0.045463603654412953
11,via,0.045049015939855434
11,remote,0.04409962265862305
11,injection,0.041341024810847803
11,attacks,0.040618851473369001
11,headers,0.029582372298120382
11,arbitrary,0.029194356043978603
11,inject,0.029121593762955873
11,"r.spl.,crlf",0.02894109187093958
11,conduct,0.026706843767099059
11,server,0.01869460284685712
11,html,0.017816913720017157
11,parameter.,0.016145655640271775
11,expected,0.015554898690951571
11,modify,0.014834841420056987
12,http,0.067262928828412769
12,inject,0.043051094756230403
12,remote,0.0413643084492306
12,headers,0.039971485453308156
12,response,0.039776964695405023
12,splitting,0.039035712757625449
12,attackers,0.037470472145111532
12,arbitrary,0.037422072441281803
12,allows,0.036954673251587772
12,attacks,0.035812358926366729
12,via,0.034925193987084067
12,injection,0.034100495194659117
12,vulnerability,0.032703900646801447
12,"r.spl.,crlf",0.027559765905281419
12,conduct,0.0272787403216357
12,unspecified,0.022895534125603835
12,ceph,0.017250937888615814
12,vectors.,0.015721699752230246
12,crlf,0.013858084118834562
12,sequences,0.011095430091646503
13,http,0.088335783392236286
13,attackers,0.040265008252644764
13,remote,0.039531244623959967
13,splitting,0.039067664925716242
13,via,0.038547605693519484
13,response,0.037933616283764626
13,vulnerability,0.032649260393185206
13,conduct,0.032163270391583655
13,attacks,0.031031261587910242
13,allows,0.030786160102044505
13,arbitrary,0.030387189191568645
13,inject,0.030259714704365278
13,injection,0.029245662729083025
13,headers,0.024025656954396041
13,crlf,0.019641367341942037
13,"r.spl.,""crlf",0.013730637777858263
13,unspecified,0.013632757904732194
13,web,0.012821211918018815
13,sequences,0.010557698520787312
13,"r.spl.,crlf",0.010167458364865311
14,http,0.0034013613711385547
14,attacks,0.0034013610392519514
14,response,0.0034013610060303024
14,injection,0.0034013609993727477
14,headers,0.0034013609917870353
14,allows,0.003401360990404158
14,remote,0.0034013609823836267
14,arbitrary,0.0034013609762127686
14,splitting,0.0034013609612928769
14,via,0.0034013609279608266
14,inject,0.0034013609160473933
14,attackers,0.0034013609044155225
14,conduct,0.003401360855620649
14,vulnerability,0.0034013608152680124
14,"r.spl.,crlf",0.0034013608081987492
14,crlf,0.0034013606355854584
14,"r.spl.,""crlf",0.0034013606327436118
14,sequences,0.0034013606215206713
14,unspecified,0.0034013606145161775
14,parameter.,0.0034013606016296419
15,http,0.068443517648178256
15,response,0.040898311432968806
15,remote,0.039494851002904167
15,splitting,0.037056995741859673
15,attackers,0.036944620015693923
15,via,0.035603857830268912
15,arbitrary,0.034456898939974029
15,conduct,0.0323411435739131
15,attacks,0.031581160166106452
15,inject,0.031417968575505294
