CVE-2016-0002,CWE-119,2016-01-13T00:59:01.433-05:00
CVE-2016-0003,CWE-119,2016-01-13T00:59:02.683-05:00
CVE-2016-0005,CWE-20,2016-01-13T00:59:03.653-05:00
CVE-2016-0006,CWE-264,2016-01-13T00:59:04.590-05:00
CVE-2016-0007,CWE-264,2016-01-13T00:59:05.513-05:00
CVE-2016-0008,CWE-200,2016-01-13T00:59:06.420-05:00
CVE-2016-0009,CWE-264,2016-01-13T00:59:07.560-05:00
CVE-2016-0010,CWE-119,2016-01-13T00:59:08.527-05:00
CVE-2016-0011,CWE-79,2016-01-13T00:59:09.387-05:00
CVE-2016-0012,CWE-200,2016-01-13T00:59:10.607-05:00
CVE-2016-0014,,2016-01-13T00:59:11.887-05:00
CVE-2016-0015,CWE-119,2016-01-13T00:59:12.997-05:00
CVE-2016-0016,,2016-01-13T00:59:13.873-05:00
CVE-2016-0018,,2016-01-13T00:59:14.763-05:00
CVE-2016-0019,CWE-254,2016-01-13T00:59:15.640-05:00
CVE-2016-0020,,2016-01-13T00:59:16.593-05:00
CVE-2016-0021,CWE-119,2016-03-09T06:59:00.120-05:00
CVE-2016-0022,CWE-119,2016-02-10T06:59:00.157-05:00
CVE-2016-0024,CWE-119,2016-01-13T00:59:17.810-05:00
CVE-2016-0025,CWE-20,2016-06-15T21:59:01.680-04:00
CVE-2016-0026,CWE-119,2016-11-10T01:59:00.197-05:00
CVE-2016-0028,CWE-200,2016-06-15T21:59:03.167-04:00
CVE-2016-0029,CWE-79,2016-01-13T00:59:18.717-05:00
CVE-2016-0030,CWE-79,2016-01-13T00:59:19.607-05:00
CVE-2016-0031,CWE-79,2016-01-13T00:59:20.513-05:00
CVE-2016-0032,CWE-79,2016-01-13T00:59:21.420-05:00
CVE-2016-0033,CWE-94,2016-02-10T06:59:01.297-05:00
CVE-2016-0034,CWE-20,2016-01-13T00:59:22.657-05:00
CVE-2016-0035,CWE-119,2016-01-13T00:59:23.593-05:00
CVE-2016-0036,CWE-264,2016-02-10T06:59:02.407-05:00
CVE-2016-0037,CWE-20,2016-02-10T06:59:03.453-05:00
CVE-2016-0038,CWE-119,2016-02-10T06:59:04.377-05:00
CVE-2016-0039,CWE-79,2016-02-10T06:59:05.360-05:00
CVE-2016-0040,CWE-264,2016-02-10T06:59:06.440-05:00
CVE-2016-0041,,2016-02-10T06:59:07.423-05:00
CVE-2016-0042,,2016-02-10T06:59:08.690-05:00
CVE-2016-0044,CWE-20,2016-02-10T06:59:09.657-05:00
CVE-2016-0046,CWE-20,2016-02-10T06:59:10.610-05:00
CVE-2016-0047,CWE-200,2016-02-10T06:59:11.517-05:00
CVE-2016-0048,CWE-264,2016-02-10T06:59:12.470-05:00
CVE-2016-0049,CWE-255,2016-02-10T06:59:13.580-05:00
CVE-2016-0050,CWE-20,2016-02-10T06:59:14.567-05:00
CVE-2016-0051,CWE-264,2016-02-10T06:59:15.567-05:00
CVE-2016-0052,CWE-119,2016-02-10T06:59:16.487-05:00
CVE-2016-0053,CWE-119,2016-02-10T06:59:17.377-05:00
CVE-2016-0054,CWE-119,2016-02-10T06:59:18.643-05:00
CVE-2016-0055,CWE-119,2016-02-10T06:59:19.753-05:00
CVE-2016-0056,CWE-119,2016-02-10T06:59:20.753-05:00
CVE-2016-0057,CWE-264,2016-03-09T06:59:01.057-05:00
CVE-2016-0058,CWE-119,2016-02-10T06:59:21.817-05:00
CVE-2016-0059,CWE-200,2016-02-10T06:59:22.847-05:00
CVE-2016-0060,CWE-119,2016-02-10T06:59:23.927-05:00
CVE-2016-0061,CWE-119,2016-02-10T06:59:24.910-05:00
CVE-2016-0062,CWE-119,2016-02-10T06:59:25.893-05:00
CVE-2016-0063,CWE-119,2016-02-10T06:59:26.863-05:00
CVE-2016-0064,CWE-119,2016-02-10T06:59:27.817-05:00
CVE-2016-0067,CWE-119,2016-02-10T06:59:29.177-05:00
CVE-2016-0068,CWE-264,2016-02-18T17:59:05.120-05:00
CVE-2016-0069,CWE-264,2016-02-18T17:59:06.010-05:00
CVE-2016-0070,CWE-200,2016-10-13T22:59:00.200-04:00
CVE-2016-0071,CWE-119,2016-02-10T06:59:30.190-05:00
CVE-2016-0072,CWE-119,2016-02-10T06:59:31.190-05:00
CVE-2016-0073,CWE-200,2016-10-13T22:59:01.607-04:00
CVE-2016-0075,CWE-200,2016-10-13T22:59:02.593-04:00
CVE-2016-0077,CWE-19,2016-02-10T06:59:32.317-05:00
CVE-2016-0079,CWE-200,2016-10-13T22:59:03.750-04:00
CVE-2016-0080,CWE-200,2016-02-10T06:59:33.397-05:00
CVE-2016-0084,CWE-119,2016-02-10T06:59:34.300-05:00
CVE-2016-0087,CWE-264,2016-03-09T06:59:01.900-05:00
CVE-2016-0088,CWE-284,2016-04-12T19:59:00.147-04:00
CVE-2016-0089,CWE-200,2016-04-12T19:59:01.583-04:00
CVE-2016-0090,CWE-200,2016-04-12T19:59:02.977-04:00
CVE-2016-0091,CWE-20,2016-03-09T06:59:02.840-05:00
CVE-2016-0092,CWE-20,2016-03-09T06:59:03.713-05:00
CVE-2016-0093,CWE-264,2016-03-09T06:59:04.620-05:00
CVE-2016-0094,CWE-264,2016-03-09T06:59:05.527-05:00
CVE-2016-0095,CWE-264,2016-03-09T06:59:06.637-05:00
CVE-2016-0096,CWE-264,2016-03-09T06:59:07.763-05:00
CVE-2016-0098,CWE-20,2016-03-09T06:59:08.747-05:00
CVE-2016-0099,CWE-264,2016-03-09T06:59:09.590-05:00
CVE-2016-0100,CWE-264,2016-03-09T06:59:10.527-05:00
CVE-2016-0101,CWE-20,2016-03-09T06:59:11.623-05:00
CVE-2016-0102,CWE-119,2016-03-09T06:59:12.543-05:00
CVE-2016-0103,CWE-119,2016-03-09T06:59:13.450-05:00
CVE-2016-0104,CWE-119,2016-03-09T06:59:14.437-05:00
CVE-2016-0105,CWE-119,2016-03-09T06:59:15.327-05:00
CVE-2016-0106,CWE-119,2016-03-09T06:59:16.233-05:00
CVE-2016-0107,CWE-119,2016-03-09T06:59:17.153-05:00
CVE-2016-0108,CWE-119,2016-03-09T06:59:18.043-05:00
CVE-2016-0109,CWE-119,2016-03-09T06:59:18.950-05:00
CVE-2016-0110,CWE-119,2016-03-09T06:59:19.857-05:00
CVE-2016-0111,CWE-119,2016-03-09T06:59:20.747-05:00
CVE-2016-0112,CWE-119,2016-03-09T06:59:21.747-05:00
CVE-2016-0113,CWE-119,2016-03-09T06:59:22.733-05:00
CVE-2016-0114,CWE-119,2016-03-09T06:59:23.640-05:00
CVE-2016-0116,CWE-119,2016-03-09T06:59:24.593-05:00
CVE-2016-0117,CWE-20,2016-03-09T06:59:25.513-05:00
CVE-2016-0118,CWE-20,2016-03-09T06:59:26.513-05:00
CVE-2016-0120,CWE-20,2016-03-09T06:59:27.453-05:00
CVE-2016-0121,CWE-20,2016-03-09T06:59:28.360-05:00
CVE-2016-0122,CWE-119,2016-04-12T19:59:04.117-04:00
CVE-2016-0123,CWE-119,2016-03-09T06:59:29.233-05:00
CVE-2016-0124,CWE-119,2016-03-09T06:59:30.170-05:00
CVE-2016-0125,CWE-200,2016-03-09T06:59:31.047-05:00
CVE-2016-0126,CWE-119,2016-05-10T21:59:02.647-04:00
CVE-2016-0127,CWE-119,2016-04-12T19:59:05.617-04:00
CVE-2016-0128,CWE-254,2016-04-12T19:59:06.587-04:00
CVE-2016-0129,CWE-119,2016-03-09T06:59:31.937-05:00
CVE-2016-0130,CWE-119,2016-03-09T06:59:32.860-05:00
CVE-2016-0132,CWE-20,2016-03-09T06:59:33.827-05:00
CVE-2016-0133,CWE-264,2016-03-09T06:59:34.750-05:00
CVE-2016-0134,CWE-119,2016-03-09T06:59:35.640-05:00
CVE-2016-0135,CWE-119,2016-04-12T19:59:07.527-04:00
CVE-2016-0136,CWE-119,2016-04-12T19:59:08.587-04:00
CVE-2016-0137,CWE-254,2016-09-14T06:59:00.180-04:00
CVE-2016-0138,CWE-200,2016-09-14T06:59:02.133-04:00
CVE-2016-0139,CWE-119,2016-04-12T19:59:09.933-04:00
CVE-2016-0140,CWE-119,2016-05-10T21:59:03.837-04:00
CVE-2016-0141,CWE-200,2016-09-14T06:59:03.320-04:00
CVE-2016-0142,CWE-284,2016-10-13T22:59:04.907-04:00
CVE-2016-0143,CWE-264,2016-04-12T19:59:10.887-04:00
CVE-2016-0145,CWE-119,2016-04-12T19:59:11.777-04:00
CVE-2016-0147,CWE-20,2016-04-12T19:59:12.730-04:00
CVE-2016-0148,CWE-264,2016-04-12T19:59:13.653-04:00
CVE-2016-0149,CWE-200,2016-05-10T21:59:04.993-04:00
CVE-2016-0150,CWE-19,2016-04-12T19:59:14.937-04:00
CVE-2016-0151,CWE-264,2016-04-12T19:59:15.890-04:00
CVE-2016-0152,CWE-264,2016-05-10T21:59:06.353-04:00
CVE-2016-0153,CWE-284,2016-04-12T19:59:16.907-04:00
CVE-2016-0154,CWE-119,2016-04-12T19:59:17.923-04:00
CVE-2016-0155,CWE-119,2016-04-12T19:59:18.877-04:00
CVE-2016-0156,CWE-119,2016-04-12T19:59:20.187-04:00
CVE-2016-0157,CWE-119,2016-04-12T19:59:21.207-04:00
CVE-2016-0158,CWE-254,2016-04-12T19:59:22.080-04:00
CVE-2016-0159,CWE-119,2016-04-12T19:59:22.987-04:00
CVE-2016-0160,,2016-04-12T19:59:23.987-04:00
CVE-2016-0161,CWE-254,2016-04-12T19:59:25.333-04:00
CVE-2016-0162,CWE-200,2016-04-12T19:59:26.410-04:00
CVE-2016-0164,CWE-119,2016-04-12T19:59:27.380-04:00
CVE-2016-0165,CWE-264,2016-04-12T19:59:28.303-04:00
CVE-2016-0166,CWE-119,2016-04-12T19:59:29.210-04:00
CVE-2016-0167,CWE-264,2016-04-12T19:59:30.430-04:00
CVE-2016-0168,CWE-200,2016-05-10T21:59:07.680-04:00
CVE-2016-0169,CWE-200,2016-05-10T21:59:08.807-04:00
CVE-2016-0170,CWE-284,2016-05-10T21:59:10.027-04:00
CVE-2016-0171,CWE-264,2016-05-10T21:59:11.450-04:00
CVE-2016-0173,CWE-264,2016-05-10T21:59:12.747-04:00
CVE-2016-0174,CWE-264,2016-05-10T21:59:13.937-04:00
CVE-2016-0175,CWE-200,2016-05-10T21:59:15.077-04:00
CVE-2016-0176,CWE-264,2016-05-10T21:59:16.483-04:00
CVE-2016-0178,CWE-264,2016-05-10T21:59:17.640-04:00
CVE-2016-0179,CWE-284,2016-05-10T21:59:18.687-04:00
CVE-2016-0180,CWE-264,2016-05-10T21:59:19.953-04:00
CVE-2016-0181,CWE-254,2016-05-10T21:59:21.347-04:00
CVE-2016-0182,CWE-284,2016-05-10T21:59:22.533-04:00
CVE-2016-0183,CWE-284,2016-05-10T21:59:23.610-04:00
CVE-2016-0184,,2016-05-10T21:59:24.737-04:00
CVE-2016-0185,CWE-20,2016-05-10T21:59:26.097-04:00
CVE-2016-0186,CWE-119,2016-05-10T21:59:27.207-04:00
CVE-2016-0187,CWE-119,2016-05-10T21:59:28.300-04:00
CVE-2016-0188,CWE-284,2016-05-10T21:59:29.397-04:00
CVE-2016-0189,CWE-119,2016-05-10T21:59:30.537-04:00
CVE-2016-0190,CWE-200,2016-05-10T21:59:32.130-04:00
