CVE-2009-0001,CWE-119,2009-01-21T15:30:00.250-05:00
CVE-2009-0002,CWE-119,2009-01-21T15:30:00.267-05:00
CVE-2009-0003,CWE-119,2009-01-21T15:30:00.280-05:00
CVE-2009-0004,CWE-119,2009-01-21T15:30:00.297-05:00
CVE-2009-0005,CWE-399,2009-01-21T15:30:00.327-05:00
CVE-2009-0006,CWE-189,2009-01-21T15:30:00.343-05:00
CVE-2009-0007,CWE-119,2009-01-21T15:30:00.377-05:00
CVE-2009-0008,CWE-20,2009-01-22T13:30:03.797-05:00
CVE-2009-0009,CWE-119,2009-02-12T19:30:00.187-05:00
CVE-2009-0010,CWE-189,2009-05-13T11:30:00.233-04:00
CVE-2009-0011,CWE-264,2009-02-12T19:30:04.827-05:00
CVE-2009-0012,CWE-119,2009-02-12T19:30:04.843-05:00
CVE-2009-0013,CWE-255,2009-02-12T19:30:04.860-05:00
CVE-2009-0014,CWE-264,2009-02-12T19:30:04.877-05:00
CVE-2009-0015,CWE-255,2009-02-12T19:30:04.907-05:00
CVE-2009-0016,CWE-20,2009-03-14T14:30:00.420-04:00
CVE-2009-0017,CWE-119,2009-02-12T19:30:04.920-05:00
CVE-2009-0018,CWE-119,2009-02-12T19:30:04.937-05:00
CVE-2009-0019,CWE-119,2009-02-12T19:30:04.953-05:00
CVE-2009-0020,CWE-399,2009-02-12T19:30:04.967-05:00
CVE-2009-0021,CWE-287,2009-01-07T12:30:00.360-05:00
CVE-2009-0022,CWE-20,2009-01-05T15:30:02.390-05:00
CVE-2009-0023,CWE-119,2009-06-07T21:00:00.530-04:00
CVE-2009-0024,CWE-264,2009-01-13T12:00:01.170-05:00
CVE-2009-0025,CWE-287,2009-01-07T12:30:00.390-05:00
CVE-2009-0026,CWE-79,2009-01-21T15:30:00.390-05:00
CVE-2009-0027,CWE-20,2009-03-09T17:30:00.170-04:00
CVE-2009-0028,CWE-264,2009-02-27T12:30:09.860-05:00
CVE-2009-0029,CWE-20,2009-01-15T12:30:00.467-05:00
CVE-2009-0030,CWE-287,2009-01-21T15:30:00.407-05:00
CVE-2009-0031,CWE-399,2009-01-20T21:30:00.313-05:00
CVE-2009-0032,CWE-59,2009-01-27T15:30:00.377-05:00
CVE-2009-0033,CWE-20,2009-06-05T12:00:00.187-04:00
CVE-2009-0034,CWE-264,2009-01-30T14:30:00.280-05:00
CVE-2009-0036,CWE-119,2009-02-11T15:30:00.360-05:00
CVE-2009-0037,CWE-352,2009-03-04T21:30:00.250-05:00
CVE-2009-0038,CWE-79,2009-04-17T10:30:00.530-04:00
CVE-2009-0039,CWE-352,2009-04-17T10:30:00.547-04:00
CVE-2009-0040,CWE-94,2009-02-22T17:30:00.203-05:00
CVE-2009-0041,CWE-200,2009-01-14T18:30:00.187-05:00
CVE-2009-0042,,2009-01-27T20:30:00.453-05:00
CVE-2009-0043,CWE-264,2009-01-08T14:30:11.250-05:00
CVE-2009-0046,CWE-287,2009-01-07T13:30:01.453-05:00
CVE-2009-0047,CWE-310,2009-01-07T13:30:13.280-05:00
CVE-2009-0048,CWE-287,2009-01-07T13:30:15.827-05:00
CVE-2009-0049,CWE-287,2009-01-07T13:30:15.843-05:00
CVE-2009-0050,CWE-20,2009-01-07T13:30:15.860-05:00
CVE-2009-0051,CWE-287,2009-01-07T13:30:15.890-05:00
CVE-2009-0052,,2009-11-12T18:30:00.577-05:00
CVE-2009-0053,CWE-310,2009-01-16T16:30:03.407-05:00
CVE-2009-0054,CWE-255,2009-01-16T16:30:03.437-05:00
CVE-2009-0055,CWE-352,2009-01-16T16:30:03.453-05:00
CVE-2009-0056,CWE-352,2009-01-16T16:30:03.467-05:00
CVE-2009-0057,CWE-20,2009-01-22T13:30:03.813-05:00
CVE-2009-0058,CWE-20,2009-02-04T19:30:00.267-05:00
CVE-2009-0059,CWE-20,2009-02-04T19:30:00.280-05:00
CVE-2009-0061,CWE-20,2009-02-04T19:30:00.297-05:00
CVE-2009-0062,CWE-264,2009-02-04T19:30:00.327-05:00
CVE-2009-0063,CWE-79,2009-04-24T11:30:00.187-04:00
CVE-2009-0064,,2009-04-24T11:30:00.203-04:00
CVE-2009-0065,CWE-119,2009-01-07T14:30:00.280-05:00
CVE-2009-0066,,2009-01-07T14:30:00.297-05:00
CVE-2009-0068,CWE-94,2009-01-07T14:30:00.313-05:00
CVE-2009-0069,CWE-399,2009-01-07T15:30:00.467-05:00
CVE-2009-0070,CWE-189,2009-01-08T14:30:11.280-05:00
CVE-2009-0071,CWE-399,2009-01-08T14:30:11.297-05:00
CVE-2009-0072,,2009-01-08T14:30:11.313-05:00
CVE-2009-0075,CWE-399,2009-02-10T17:30:00.250-05:00
CVE-2009-0076,CWE-399,2009-02-10T17:30:00.267-05:00
CVE-2009-0077,,2009-04-15T04:00:00.267-04:00
CVE-2009-0078,CWE-264,2009-04-15T04:00:00.327-04:00
CVE-2009-0079,CWE-264,2009-04-15T04:00:00.377-04:00
CVE-2009-0080,,2009-04-15T04:00:00.407-04:00
CVE-2009-0081,CWE-20,2009-03-10T16:30:00.343-04:00
CVE-2009-0082,CWE-20,2009-03-10T16:30:01.483-04:00
